"Varietas","fosfor","boron","Warna","rasa","teknik","Musim","Penyakit","PH","Grade_mutu"
"1","0.018518518518517","0.005545291939958","0","1","1","1","0.75","1","0"
"1","0.94444444444444","0.0018421440517472","1","1","0","0","0","0","3"
"1","0.037037037037036","0.001984126984127","1","1","0","0","0.25","0.66666666666667","2"
"1","0","0.001984126984127","0","1","1","1","0.25","0.33333333333333","1"
"0.2","0.96296296296296","0.79563492063492","0.66666666666667","1","0","0","0.25","0","2"
"0.4","0.027777777777778","0.6031746031746","1","0","0","1","1","0.33333333333333","1"
"0","0.037037037037036","0.99603174603175","0.33333333333333","0","1","1","0.25","0.33333333333333","2"
"0","0.94444444444444","0.99404761904762","0.33333333333333","0","1","1","1","1","1"
"0.4","0.037037037037036","0.59920634920635","1","0","0","1","1","0.33333333333333","1"
"1","0.044438448351516","0.001984126984127","0","1","1","1","0.25","1","0"
"0.8","0.93678782078439","0.40079365079365","1","1","0","1","0.5","0.33333333333333","3"
"0.2","0.0092592592592586","0.79563492063492","0.66666666666667","1","1","1","0.75","1","1"
"1","0.9537037037037","0.00095037481378646","0","1","1","1","0.25","1","0"
"1","0.038337372735938","0","0","1","1","1","0.75","1","0"
"1","0.97222222222222","0","0","1","1","1","1","0.33333333333333","1"
"1","0.9709902187875","0","0","1","1","1","0.75","1","0"
"1","0.027777777777778","0.001984126984127","1","1","0","0","1","0.66666666666667","1"
"0.4","0.037266596674511","0.60307622047283","1","0","1","0","0.75","0","3"
"0.2","0.037037037037036","0.79563492063492","0.66666666666667","1","1","1","0.75","1","1"
"0.4","0.94444444444444","0.59722222222222","1","0","0","1","0.25","1","3"
"0.6","0.9537037037037","0.20307558167006","1","0","1","1","0.25","0.33333333333333","3"
"1","0.027785177097115","0","1","1","0","0","0.25","0","3"
"1","0.94485164197294","0","0","1","1","1","0.75","1","0"
"1","0.030771738701557","0.001984126984127","0","1","1","1","0.75","1","0"
"0.4","0.94444444444444","0.6031746031746","1","0","0","1","0.25","0.33333333333333","3"
"0.6","0.94444444444444","0.20238095238095","1","0","1","1","0","0.33333333333333","3"
"0.8","0.027777777777778","0.39880952380952","1","1","1","0","0.5","0","2"
"0","0.97222222222222","0.99603174603175","0.33333333333333","0","1","1","0","0.33333333333333","2"
"0","1","0.99801587301587","0.33333333333333","0","1","1","0.5","1","2"
"0.4","0.014217868586737","0.59814379006475","1","0","1","0","0.25","0","3"
"0.4","0.018518518518517","0.59920634920635","1","0","0","1","1","1","1"
"0.2","0.97222222222222","0.79761904761905","0.66666666666667","1","0","0","0","0.66666666666667","2"
"1","0.046296296296296","0.00069674575813386","0","1","1","1","0.75","1","0"
"1","0.019502295326665","0.0021949363001584","0","1","1","1","0","1","1"
"1","0.95189628760339","0.001984126984127","0","1","1","1","0.25","1","0"
"1","0.0092592592592586","0.001984126984127","0","1","1","1","0","0.33333333333333","2"
"0","0.94444444444444","0.99603174603175","0.33333333333333","0","1","1","0.25","0.33333333333333","2"
"1","0.950058748275","0.0051713190748027","0","1","1","1","0.25","1","0"
"1","0.0014497714419663","0.0036575886592611","0","1","1","1","0.75","1","0"
"1","0.025935932099358","0.001984126984127","0","1","1","1","0.25","1","0"
"0.2","0.0092592592592586","0.001984126984127","0.66666666666667","1","1","1","1","1","1"
"1","0.018518518518517","0.001984126984127","0","1","1","1","0.75","1","0"
"0.2","0.018518518518517","0.79365079365079","0.66666666666667","1","1","1","1","1","1"
"1","0.93589768715669","0.001984126984127","1","1","0","0","0.25","0","3"
"1","0.042350444851852","0","0","1","1","1","0.25","1","0"
"0.8","0.9537037037037","0.40079365079365","1","1","0","1","0.25","0.33333333333333","3"
"0.4","0.027777777777778","0.59734225100849","1","0","0","1","0.75","0.33333333333333","3"
"0.6","0.94444444444444","0.20238095238095","1","0","0","0","0.75","0","2"
"0.8","0.024473400055081","0.40079365079365","1","1","0","1","0.25","0.33333333333333","3"
"0.2","0.046296296296296","0.79761904761905","0.66666666666667","1","1","1","0.25","1","1"
"0.2","0.018518518518517","0.79365079365079","0.66666666666667","1","1","1","0.5","1","2"
"0.2","0.046296296296296","0.79563492063492","0.66666666666667","1","1","1","0.25","1","1"
"0.4","0.037037037037036","0.59722222222222","1","0","1","0","0.5","0.66666666666667","2"
"0.8","0.94444444444444","0.39880952380952","1","1","0","1","0.5","0.33333333333333","3"
"1","0.95129211620609","0","0","1","1","1","0.75","1","0"
"0.6","0","0.20227093807743","1","0","0","0","1","0.66666666666667","1"
"0.4","0.038433700256511","0.59920634920635","1","0","1","0","0.75","0","3"
"1","0.021607044439038","0.005952380952381","0","1","1","1","0.25","1","0"
"0.2","0.9537037037037","0.79761904761905","0.66666666666667","1","0","0","0.75","0","2"
"0.6","0.93518518518518","0.20436507936508","1","0","1","1","0.5","0.33333333333333","3"
"0.4","0.046296296296296","0.59920634920635","1","0","0","1","1","0.33333333333333","1"
"1","0.02176650523515","0.005952380952381","0","1","1","1","0.25","1","0"
"0.6","0.018518518518517","0.20073233380039","1","0","0","0","1","0.66666666666667","1"
"1","0.9537037037037","0.001984126984127","0","1","1","1","0.5","0.33333333333333","2"
"1","0.94360672702519","0.00017951087555326","1","1","0","0","0.5","0","3"
"1","0.94444444444444","0.001984126984127","0","1","1","1","1","1","1"
"1","0.97222222222222","0.0017207547879136","0","1","1","1","0.75","0.33333333333333","1"
"0.8","0.94444444444444","0.4047619047619","1","1","1","0","1","0.66666666666667","1"
"1","0.96130745650309","0","0","1","1","1","0.25","1","0"
"1","0.018518518518517","0.001984126984127","1","1","0","0","0.75","0","3"
"0.8","0.032998004255067","0.39880952380952","1","1","0","1","0.25","1","3"
"0.8","0.0092592592592586","0.40011531965731","1","1","0","1","0.25","0.33333333333333","3"
"0.4","0.02593047412564","0.59920634920635","1","0","1","0","1","0.66666666666667","1"
"1","0.96296296296296","0.001984126984127","1","1","0","0","0.25","0.66666666666667","2"
"1","0.96002171225185","0","0","1","1","1","0.25","1","0"
"1","0.046296296296296","0.001452584453674","0","1","1","1","0.75","1","0"
"0.8","0.027777777777778","0.40079365079365","1","1","0","1","0.5","0.33333333333333","3"
"1","0.9537037037037","0.0034344268647185","0","1","1","1","0.75","1","0"
"0.4","0.064814814814815","0.59722222222222","1","0","0","1","0.25","0.33333333333333","3"
"0.8","0.93518518518518","0.39880952380952","1","1","1","0","0.5","0","2"
"0.8","0.027777777777778","0.40079365079365","1","1","0","1","0.25","0.33333333333333","3"
"0.2","0.0092592592592586","0.001984126984127","0.66666666666667","1","0","0","0.25","0.66666666666667","1"
"0.8","0.04140918934846","0.39880952380952","1","1","1","0","0.25","0","3"
"0.8","0.94444444444444","0.39880952380952","1","1","0","1","0","0.33333333333333","3"
"0.8","0.018518518518517","0.399004946198","1","1","0","1","1","0.33333333333333","1"
"1","0.018518518518517","0.005952380952381","0","1","1","1","0.25","1","0"
"0.4","0.94444444444444","0.59722222222222","1","0","1","0","0.75","0","3"
"0.2","0.027777777777778","0.79563492063492","0.66666666666667","1","0","0","0.5","0.66666666666667","2"
"0","0.9537037037037","0.99404761904762","0.33333333333333","0","1","1","0.5","0.33333333333333","2"
"1","0.94030790703279","0.005952380952381","0","1","1","1","0.75","1","0"
"0.4","0.97222222222222","0.59920634920635","1","0","0","1","1","0.33333333333333","1"
"1","0.037037037037036","0.0017354723467157","1","1","0","0","0.75","0","3"
"0.6","0.96296296296296","0.20039682539683","1","0","0","0","0.25","0","2"
"0.2","0.94444444444444","0.79761904761905","0.66666666666667","1","1","1","0.25","0.33333333333333","2"
"0.4","0.036881947934412","0.59722222222222","1","0","0","1","0.25","0.33333333333333","3"
"0","0.037037037037036","1","0.33333333333333","0","1","1","0.5","0.33333333333333","2"
"0.2","0.018518518518517","0.001984126984127","0.66666666666667","1","1","1","0.5","1","2"
"0","0.046296296296296","1","0.33333333333333","0","1","1","0","1","2"
"0.6","0.055555555555554","0.20436507936508","1","0","1","1","0.25","1","2"
"0.2","0.94444444444444","0.79761904761905","0.66666666666667","1","1","1","0.5","0.33333333333333","2"
"0.8","0.034518967030274","0.40079365079365","1","1","0","1","0.25","0.33333333333333","3"
"1","0.018518518518517","0","0","1","1","1","0.25","1","0"
"0.4","0.96296296296296","0.59722222222222","1","0","0","1","0.25","1","3"
"1","0.97222222222222","0.0045086199699207","1","1","0","0","0","0","3"
"1","0.94916204581589","0.00097321240453155","0","1","1","1","1","1","1"
"1","0.01755297614388","0.001984126984127","0","1","1","1","0.25","1","0"
"0","0.9537037037037","1","0.33333333333333","0","0","0","0","0","2"
"0","0.96296296296296","1","0.33333333333333","0","1","1","1","1","1"
"0.4","0.010826563964309","0.59722222222222","1","0","1","0","1","0.66666666666667","1"
"1","0.96624917815025","0.005952380952381","1","1","0","0","0.75","0","3"
"0.4","0.0092592592592586","0.59722222222222","1","0","0","1","0.25","0.33333333333333","3"
"0","0.9537037037037","0.99801587301587","0.33333333333333","0","1","1","1","0.33333333333333","1"
"1","0.024994324204088","0.001984126984127","0","1","1","1","0.25","1","0"
"0.4","0.93518518518518","0.59722222222222","1","0","0","1","1","1","1"
"1","0.94690139724361","0","0","1","1","1","0.75","1","0"
"1","0.94444444444444","0.0016848420085254","0","1","1","1","0.25","1","0"
"1","0.027777777777778","0","0","1","1","1","0","1","1"
"0.4","0.94444444444444","0.59824263915058","1","0","0","1","0","0.33333333333333","3"
"0.8","0.046296296296296","0.39880952380952","1","1","0","1","0.5","1","2"
"0.8","0.93794516322828","0.40079365079365","1","1","1","0","0.25","0","3"
"0","0.97222222222222","0.99603174603175","0.33333333333333","0","0","0","0.5","0.66666666666667","2"
"0.8","0.93518518518518","0.40079365079365","1","1","1","0","1","0.66666666666667","1"
"0","0.96734244435711","0.99603174603175","0.33333333333333","0","0","0","1","0","1"
"0.4","0.037037037037036","0.59920634920635","1","0","0","1","0","1","2"
"1","0.027777777777778","0.003968253968254","1","1","0","0","0","0.66666666666667","2"
"0.6","0.0092592592592586","0.20039682539683","1","0","1","1","1","0.33333333333333","1"
"0.4","0.94444444444444","0.59920634920635","1","0","0","1","0","0.33333333333333","3"
"0.8","0.046296296296296","0.39880952380952","1","1","1","0","0","0","2"
"0.6","0.037037037037036","0.20039682539683","1","0","1","1","0.75","1","1"
"0.2","0.94444444444444","0.8015873015873","0.66666666666667","1","1","1","0.75","1","1"
"0.6","0.93518518518518","0.20039682539683","1","0","0","0","0.75","0.66666666666667","1"
"1","0.95985010153684","0.0046267965932329","0","1","1","1","0.75","1","0"
"1","0.036709216885113","0.001984126984127","0","1","1","1","0.75","1","0"
"0.8","0.018518518518517","0.39880952380952","1","1","0","1","0","1","2"
"0.4","0.9537037037037","0.59920634920635","1","0","1","0","1","0.66666666666667","1"
"0","0.94444444444444","0.99801587301587","0.33333333333333","0","1","1","0.25","1","1"
"0.6","0.9537037037037","0.20238095238095","1","0","1","1","0.75","1","1"
"0.8","0.037037037037036","0.40079365079365","1","1","1","0","0.5","0","2"
"1","0.9537037037037","0.0025644308869256","0","1","1","1","0.75","1","0"
"0.6","0.9537037037037","0.20039682539683","1","0","0","0","0.5","0","2"
"1","0.018895444731582","0.005952380952381","0","1","1","1","0.25","1","0"
"1","0.018518518518517","0.0056652503072117","0","1","1","1","0.75","1","0"
"0.8","0.93518518518518","0.39880952380952","1","1","1","0","0.25","0","3"
"0.8","0.027777777777778","0.39880952380952","1","1","1","0","1","0.66666666666667","1"
"1","0.018518518518517","0.005952380952381","1","1","0","0","1","0","1"
"0.8","0.96296296296296","0.40079365079365","1","1","1","0","0.25","0.66666666666667","2"
"0.8","0.94444444444444","0.40079365079365","1","1","1","0","0","0","2"
"1","0.012215782421467","0.001984126984127","0","1","1","1","0.25","1","0"
"0.8","0.018518518518517","0.39880952380952","1","1","0","1","0.75","1","2"
"0.4","0.046296296296296","0.59722222222222","1","0","1","0","0.5","0.66666666666667","2"
"0.4","0.01018597429995","0.59742080401666","1","0","0","1","0","0.33333333333333","3"
"1","0.037037037037036","0.0051018982183674","1","1","0","0","0","0","3"
"0.6","0.037037037037036","0.20436507936508","1","0","0","0","0.25","0","2"
"0","0.93518518518518","0.99404761904762","0.33333333333333","0","0","0","0.25","0","2"
"0","0.97222222222222","0.99603174603175","0.33333333333333","0","1","1","0","1","2"
"0.8","0.018518518518517","0.4047619047619","1","1","1","0","0.75","0.66666666666667","2"
"0.4","0.93518518518518","0.59920634920635","1","0","0","1","0.25","0.33333333333333","3"
"0.6","0.93953519543242","0.20238095238095","1","0","1","1","0","0.33333333333333","3"
"1","0.9462519578469","0","0","1","1","1","0.75","1","0"
"0","0.055555555555554","0.99404761904762","0.33333333333333","0","0","0","1","0","1"
"0.2","0.93977161284633","0.79958465947382","0.66666666666667","1","1","1","1","0.33333333333333","1"
"1","0.018518518518517","0.00049426069317168","1","1","0","0","0.5","0","3"
"1","0.96418946501493","0","0","1","1","1","0.75","1","0"
"0.8","0.95536389397359","0.39880952380952","1","1","0","1","0","0.33333333333333","3"
"0.4","0.013120009178843","0.60234729962041","1","0","0","1","0","0.33333333333333","3"
"0.2","0.96296296296296","0.79563492063492","0.66666666666667","1","1","1","1","0.33333333333333","1"
"0.4","0.0092592592592586","0.59722222222222","1","0","1","0","0","0.66666666666667","2"
"0.2","0.0092592592592586","0.001984126984127","0.66666666666667","1","0","0","0.5","0","2"
"0.4","0.027777777777778","0.59920634920635","1","0","0","1","0","1","2"
"0.8","0.94330656642135","0.40079365079365","1","1","0","1","0.5","0.33333333333333","3"
"0.2","0.055555555555554","0.79761904761905","0.66666666666667","1","1","1","0","0.33333333333333","2"
"0.8","0.9419482545566","0.40079365079365","1","1","0","1","0","0.33333333333333","3"
"0.8","0.027777777777778","0.40079365079365","1","1","1","0","1","0","1"
"0.4","0.027777777777778","0.59722222222222","1","0","1","0","0.25","0.66666666666667","2"
"0.6","0.93518518518518","0.20238095238095","1","0","0","0","1","0.66666666666667","1"
"0.4","0.028688962172276","0.59722222222222","1","0","0","1","0.25","0.33333333333333","3"
"0.6","0.96296296296296","0.20436507936508","1","0","0","0","0.5","0.66666666666667","2"
"0.8","0.96410601567271","0.40079365079365","1","1","0","1","0.25","1","3"
"1","0.027777777777778","0.003968253968254","1","1","0","0","0","0","3"
"0","0.9537037037037","0.99603174603175","0.33333333333333","0","1","1","1","0.33333333333333","1"
"0.2","0.93518518518518","0.79761904761905","0.66666666666667","1","0","0","0","0.66666666666667","2"
"0","0.96296296296296","0.99404761904762","0.33333333333333","0","1","1","0.5","0.33333333333333","2"
"0.2","0.055555555555554","0.001984126984127","0.66666666666667","1","0","0","0.75","0","2"
"0.2","0.046296296296296","0.79747009314167","0.66666666666667","1","1","1","1","0.33333333333333","1"
"0.6","0.037032530004859","0.20039682539683","1","0","0","0","1","0","1"
"0.2","0.018518518518517","0.79365079365079","0.66666666666667","1","1","1","1","0.33333333333333","1"
"0","0.96296296296296","0.99404761904762","0.33333333333333","0","0","0","0.75","0.66666666666667","1"
"1","0.052108696588721","0.005952380952381","1","1","0","0","0.25","0","3"
"1","0.037037037037036","0.005952380952381","0","1","1","1","0","0.33333333333333","2"
"1","0.0378819213016","0.005952380952381","0","1","1","1","0.75","1","0"
"0.2","0.96296296296296","0.79563492063492","0.66666666666667","1","1","1","0","0.33333333333333","2"
"1","0.97222222222222","0.003968253968254","0","1","1","1","0.5","1","1"
"0.4","0.064534220642644","0.59920634920635","1","0","1","0","1","0.66666666666667","1"
"0.2","0.93518518518518","0.79761904761905","0.66666666666667","1","1","1","0.75","1","1"
"0.4","0.055555555555554","0.59722222222222","1","0","1","0","0.75","0.66666666666667","2"
"0","0.93518518518518","0.99404761904762","0.33333333333333","0","0","0","1","0","1"
"0.4","0.055555555555554","0.59920634920635","1","0","0","1","0","0.33333333333333","3"
"0.8","0.96296296296296","0.4047619047619","1","1","1","0","0.5","0.66666666666667","2"
"1","0.9537037037037","0.0046194116561705","0","1","1","1","0.25","1","0"
"0.8","0.037037037037036","0.39880952380952","1","1","1","0","0","0","2"
"0.4","0.018518518518517","0.59904771238662","1","0","1","0","1","0.66666666666667","1"
"0.6","0.046296296296296","0.20039682539683","1","0","1","1","1","0.33333333333333","1"
"0.6","0.027777777777778","0.20436507936508","1","0","1","1","0.75","1","1"
"0.8","0.94030790703279","0.40079365079365","1","1","0","1","0.25","1","3"
"1","0.93544089985651","0.0040230499692527","0","1","1","1","0.75","1","0"
"0.8","0.94316174317372","0.39908438836754","1","1","0","1","0.75","0.33333333333333","3"
"1","0.94447761236577","0.0039753613799662","0","1","1","1","0.25","1","0"
"1","0.93518518518518","0.003968253968254","0","1","1","1","1","0.33333333333333","1"
"0.4","0.94444444444444","0.59722222222222","1","0","0","1","1","1","1"
"0.8","0.93518518518518","0.39880952380952","1","1","0","1","0","1","2"
"1","0.9537037037037","0.001984126984127","1","1","0","0","0.75","0.66666666666667","2"
"0.4","0.046296296296296","0.59734811917293","1","0","0","1","0","0.33333333333333","3"
"0","0.93518518518518","0.99404761904762","0.33333333333333","0","1","1","0.75","1","1"
"0.2","0.018518518518517","0.79761904761905","0.66666666666667","1","0","0","0.75","0","2"
"1","0","0","1","1","0","0","0.5","0.66666666666667","2"
"0.8","0.97222222222222","0.39880952380952","1","1","0","1","0.5","0.33333333333333","3"
"0.2","0.064814814814815","0.79761904761905","0.66666666666667","1","0","0","0.5","0.66666666666667","2"
"0.2","0.97222222222222","0.001984126984127","0.66666666666667","1","0","0","0.75","0.66666666666667","1"
"0.2","0.96296296296296","0.79761904761905","0.66666666666667","1","1","1","0","1","2"
"0","0.97222222222222","0.99801587301587","0.33333333333333","0","1","1","0.75","0.33333333333333","2"
"1","0.9631590107391","0","0","1","1","1","0.75","1","0"
"1","0.049398379766096","0.001984126984127","0","1","1","1","0.75","1","0"
"1","0.97222222222222","0.0046886571815519","0","1","1","1","0.75","1","0"
"0.8","0.046296296296296","0.39880952380952","1","1","1","0","1","0.66666666666667","1"
"0.6","0.9537037037037","0.20436507936508","1","0","1","1","0","0.33333333333333","3"
"0.2","0.9537037037037","0.001984126984127","0.66666666666667","1","0","0","0.75","0.66666666666667","1"
"0.4","0.037037037037036","0.6031746031746","1","0","1","0","0.75","0.66666666666667","2"
"0.8","0.024258283186671","0.4047619047619","1","1","1","0","1","0","1"
"0.2","0.037037037037036","0.79761904761905","0.66666666666667","1","0","0","1","0","1"
"0.8","0.037037037037036","0.40079365079365","1","1","1","0","0.25","0","3"
"0.6","0.94444444444444","0.20039682539683","1","0","0","0","0.25","0","2"
"0.2","0.046296296296296","0.79761904761905","0.66666666666667","1","1","1","0.75","0.33333333333333","2"
"0.6","0.037037037037036","0.20238095238095","1","0","0","0","0.25","0.66666666666667","1"
"1","0.94106119249556","0.005227398391906","0","1","1","1","0.25","1","0"
"1","0.94444444444444","0.005526380904807","0","1","1","1","0.25","1","0"
"0.2","0.0092592592592586","0.8015873015873","0.66666666666667","1","1","1","0.75","0.33333333333333","2"
"0.4","0.027777777777778","0.60281994111993","1","0","0","1","0.75","0.33333333333333","3"
"1","0.046670905925353","0.0050004542062879","0","1","1","1","0.25","1","0"
"1","0.94657044875749","0","0","1","1","1","0.25","1","0"
"0.8","0.97222222222222","0.40079365079365","1","1","1","0","0.5","0","2"
"0.2","0.037037037037036","0.8015873015873","0.66666666666667","1","1","1","0.25","1","1"
"0.8","0.037037037037036","0.40079365079365","1","1","1","0","1","0.66666666666667","1"
"0.4","0.93518518518518","0.59722222222222","1","0","1","0","0","0","2"
"0.2","0.037037037037036","0.79563492063492","0.66666666666667","1","0","0","0.75","0.66666666666667","1"
"0","0.97222222222222","0.99603174603175","0.33333333333333","0","0","0","0.25","0.66666666666667","1"
"0.8","0.018531650339514","0.39880952380952","1","1","0","1","0.25","1","3"
"0","0.96296296296296","0.99801587301587","0.33333333333333","0","0","0","0.5","0","2"
"1","0.036089613988354","0.005952380952381","1","1","0","0","1","0","1"
"1","0.96296296296296","0","0","1","1","1","1","1","1"
"0.8","0.94444444444444","0.40079365079365","1","1","1","0","0.5","0","2"
"0.6","0.96296296296296","0.20238095238095","1","0","0","0","0.75","0.66666666666667","1"
"0.4","0.0092592592592586","0.59722222222222","1","0","1","0","1","0","1"
"1","0.0092592592592586","0.001984126984127","1","1","0","0","0","0","3"
"0.8","0.9537037037037","0.39880952380952","1","1","0","1","1","1","1"
"1","0.047710736996539","0.0025903158556598","0","1","1","1","0.25","1","0"
"1","0.032151565203481","0","0","1","1","1","0.75","1","0"
"1","0.018518518518517","0.001984126984127","1","1","0","0","1","0","1"
"1","0.046296296296296","0.005952380952381","0","1","1","1","1","1","1"
"1","0.047073082896953","0.001984126984127","0","1","1","1","0.75","1","0"
"1","0.9537037037037","0.001984126984127","0","1","1","1","0.75","1","0"
"1","0.018518518518517","0.0029928341526861","0","1","1","1","0.25","1","0"
"0.4","0.0092592592592586","0.59722222222222","1","0","0","1","0.75","1","2"
"0.8","0.055555555555554","0.40079365079365","1","1","0","1","0.5","1","2"
"0.8","0.9537037037037","0.39902420283466","1","1","0","1","0.25","0.33333333333333","3"
"1","0.96247138118438","0.0038629150157","0","1","1","1","0.25","1","0"
"1","0.013778291118482","0.001984126984127","0","1","1","1","0.75","1","0"
"1","0.034110820378129","0.0033412075413451","1","1","0","0","0","0","3"
"0.2","0.037037037037036","0.79761904761905","0.66666666666667","1","1","1","0","0.33333333333333","2"
"0.2","0.053780281554551","0.79761904761905","0.66666666666667","1","1","1","0.25","1","1"
"0.4","0.055162772113808","0.59825636965447","1","0","0","1","0.25","0.33333333333333","3"
"0.4","0.03522584333953","0.5976103351574","1","0","1","0","0.25","0","3"
"0","0.39539236536191","0.99404761904762","0.33333333333333","0","0","0","1","0","1"
"1","0.93769625050636","0.0045063393942192","0","1","1","1","0.75","1","0"
"0.8","0.94444444444444","0.39921604434147","1","1","0","1","0.25","0.33333333333333","3"
"0.2","0.97222222222222","0.79761904761905","0.66666666666667","1","0","0","0.25","0.66666666666667","1"
"1","0.027777777777778","0","0","1","1","1","0","0.33333333333333","2"
"1","0.035354059430834","0","0","1","1","1","0","1","1"
"0.6","0.037037037037036","0.20238095238095","1","0","0","0","0","0","2"
"0.2","0.037037037037036","0.79761904761905","0.66666666666667","1","0","0","0.75","0","2"
"0.8","0.037037037037036","0.39880952380952","1","1","0","1","1","0.33333333333333","1"
"0.6","0.0092592592592586","0.20436507936508","1","0","1","1","1","0.33333333333333","1"
"1","0.011245645945654","0.001984126984127","0","1","1","1","0.75","1","0"
"1","0.010766618134321","0.001984126984127","0","1","1","1","0.75","1","0"
"0","0.027777777777778","0.99801587301587","0.33333333333333","0","1","1","0.5","1","2"
"1","0.018518518518517","0.0046732589207628","1","1","0","0","0.75","0","3"
"0.8","0.94444444444444","0.40079365079365","1","1","0","1","0.25","1","3"
"1","0.0092592592592586","0","0","1","1","1","1","0.33333333333333","1"
"0.4","0.027777777777778","0.59920634920635","1","0","0","1","0.25","1","3"
"0.8","0.055555555555554","0.40079365079365","1","1","0","1","1","1","1"
"0.4","0.018518518518517","0.59920634920635","1","0","1","0","0","0.66666666666667","2"
"1","0.03030698534315","0","0","1","1","1","0.25","1","0"
"1","0.046296296296296","0.001984126984127","0","1","1","1","0.5","1","1"
"1","0.96425388325691","0.0042448797455275","0","1","1","1","0.75","1","0"
"1","0.028084179870294","0.0020497845753806","0","1","1","1","0.25","1","0"
"0","0.96296296296296","0.99404761904762","0.33333333333333","0","1","1","0.75","0.33333333333333","2"
"0.8","0.055555555555554","0.39880952380952","1","1","1","0","0.75","0","3"
"0.8","0.037114596722239","0.39880952380952","1","1","1","0","0.75","0","3"
"1","0.001533801629324","0.003968253968254","0","1","1","1","0.75","1","0"
"0.6","0.9537037037037","0.20238095238095","1","0","1","1","0","0.33333333333333","3"
"1","0.94388431010853","0.0058323521661141","0","1","1","1","0.25","1","0"
"0","0.93518518518518","0.99801587301587","0.33333333333333","0","1","1","0.25","1","1"
"0.6","0.0092592592592586","0.20238095238095","1","0","0","0","1","0","1"
"0","0.93518518518518","1","0.33333333333333","0","1","1","0.5","1","2"
"1","0.93518518518518","0.0028918454544793","0","1","1","1","0.25","1","0"
"0.2","0.94444444444444","0.001984126984127","0.66666666666667","1","0","0","0.25","0.66666666666667","1"
"0.2","0","0.79761904761905","0.66666666666667","1","0","0","0.25","0","2"
"0.8","0.041567809118203","0.40079365079365","1","1","0","1","0.25","0.33333333333333","3"
"0.4","0.9537037037037","0.59920634920635","1","0","0","1","0","0.33333333333333","3"
"0.8","0.03751029379529","0.40079365079365","1","1","0","1","0.25","0.33333333333333","3"
"1","0.037037037037036","0.0045106415938591","0","1","1","1","0.75","1","0"
"1","0.037955903884367","0","0","1","1","1","0.75","1","0"
"1","0.017963699533022","0","0","1","1","1","0.75","1","0"
"0.2","0.027777777777778","0.79761904761905","0.66666666666667","1","1","1","1","1","1"
"1","0.95770173803391","0.0011274053419392","0","1","1","1","0.75","1","0"
"1","0.018518518518517","0.001984126984127","0","1","1","1","0.25","1","0"
"0.4","0.93518518518518","0.59920634920635","1","0","0","1","1","1","1"
"1","0.047335028051875","0.0050716101484152","0","1","1","1","0.25","1","0"
"1","0.96822730522795","0","1","1","0","0","0.25","0","3"
"0","0.93518518518518","0.99603174603175","0.33333333333333","0","0","0","0","0","2"
"0.6","0.036409558002303","0.20238095238095","1","0","1","1","0.5","0.33333333333333","3"
"0.6","0.96296296296296","0.20238095238095","1","0","0","0","1","0","1"
