0,1,2,3,4,5,6,7,8
1,0.95378953257415,0.00397744991865892,0,1,1,1,0.25,1
1,0.953703703703703,0.00101631570840102,0,1,1,1,0.25,1
1,0.0391655278387635,0.001984126984127,0,1,1,1,0.75,1
0,0.944444444444444,1,0.333333333333333,0,0,0,0.75,0.666666666666667
1,0.0462962962962958,0.000101730509960624,0,1,1,1,0.25,1
0.4,0.0370370370370363,0.597222222222222,1,0,1,0,0.75,0.666666666666667
1,0.946129310773305,0.001984126984127,0,1,1,1,0.25,1
1,0.0555555555555545,0.00396825396825398,0,1,1,1,0,1
0.4,0.0462962962962958,0.599206349206349,1,0,1,0,1,0
0.4,0.935185185185184,0.599206349206349,1,0,1,0,0.75,0.666666666666667
0.6,0.935185185185184,0.204365079365079,1,0,0,0,0.25,0.666666666666667
0.2,0.962962962962963,0.797619047619048,0.666666666666667,1,0,0,0.25,0.666666666666667
1,0.962962962962963,0.00595238095238096,0,1,1,1,0.5,1
1,0.0406122141771634,0.00595238095238096,0,1,1,1,0.75,1
0.6,0.972222222222221,0.202380952380952,1,0,0,0,0.75,0.666666666666667
0,0.962962962962963,1,0.333333333333333,0,1,1,0.5,0.333333333333333
0.8,0.944444444444444,0.398809523809524,1,1,1,0,0.25,0
1,0.942243434446873,0.00349660896877449,1,1,0,0,0.5,0
0.8,0.935185185185184,0.400793650793651,1,1,0,1,0.75,1
0.2,0.0555555555555545,0.797619047619048,0.666666666666667,1,0,0,0.25,0.666666666666667
0.4,0.0185185185185173,0.597222222222222,1,0,1,0,0.5,0.666666666666667
0,0.0277777777777777,0.994047619047619,0.333333333333333,0,1,1,1,1
1,0.0420590645358336,0,0,1,1,1,0.75,1
0.4,0.0277777777777777,0.598576798524659,1,0,0,1,1,0.333333333333333
0.4,0.972222222222221,0.599206349206349,1,0,0,1,0,1
0.2,0.0185185185185173,0.797619047619048,0.666666666666667,1,0,0,0.25,0.666666666666667
1,0.942195019119126,0.00348623425568575,0,1,1,1,0.25,1
0.8,0.935185185185184,0.400793650793651,1,1,0,1,1,0.333333333333333
0.4,0.953703703703703,0.597222222222222,1,0,0,1,0.25,0.333333333333333
0.8,0.0277777777777777,0.404761904761905,1,1,1,0,1,0.666666666666667
0.2,0.0185185185185173,0.795634920634921,0.666666666666667,1,1,1,0.25,1
1,0.944444444444444,0.00396825396825398,1,1,0,0,0.5,0.666666666666667
0.8,0.962962962962963,0.400793650793651,1,1,0,1,0.75,1
0.8,0.0185185185185173,0.400793650793651,1,1,1,0,0.5,0
0.8,0.959680790020809,0.398809523809524,1,1,1,0,0.25,0
0.2,0.0277777777777777,0.001984126984127,0.666666666666667,1,0,0,0.25,0.666666666666667
0.6,0.962962962962963,0.202380952380952,1,0,0,0,0.25,0
1,0.972222222222221,0,1,1,0,0,0.75,0
1,0.0256139260387052,0,1,1,0,0,0.5,0
0.4,0.0277777777777777,0.598393517575826,1,0,0,1,0.75,0.333333333333333
0.6,0.966624864563428,0.200396825396825,1,0,1,1,0.25,0.333333333333333
0.4,0.0158274578316293,0.600359660929302,1,0,0,1,0.5,0.333333333333333
0.8,0.0277777777777777,0.398809523809524,1,1,0,1,0.25,1
1,0.950195079616207,0,0,1,1,1,0.75,1
1,0.944444444444444,0.00147493739814117,0,1,1,1,0.25,1
1,0.0460122351857519,0.001984126984127,0,1,1,1,0.75,1
0.2,0.0323246937871389,0.793650793650794,0.666666666666667,1,0,0,1,0.666666666666667
1,0.0391746048072097,0.001984126984127,0,1,1,1,0.25,1
1,0.962962962962963,0.00396825396825398,1,1,0,0,0.25,0.666666666666667
0.4,0.953703703703703,0.597801827292443,1,0,0,1,0.25,0.333333333333333
0,0.935185185185184,0.998015873015873,0.333333333333333,0,0,0,0.75,0
0.8,0.0370370370370363,0.400793650793651,1,1,0,1,0.75,1
0.8,0.972222222222221,0.399147203634091,1,1,0,1,0,0.333333333333333
1,0.00999369253917326,0.00595238095238096,0,1,1,1,0.75,1
0.4,0.0555555555555545,0.603174603174603,1,0,0,1,0.5,1
0.4,0.0370370370370363,0.597672302157348,1,0,0,1,0.25,0.333333333333333
1,0.00985675608499292,0.001984126984127,0,1,1,1,0.25,1
1,0.953703703703703,0.00496892864097748,0,1,1,1,0.25,1
0.4,0.0370370370370363,0.599206349206349,1,0,0,1,0.5,0.333333333333333
0.4,0.0409059566827486,0.597222222222222,1,0,0,1,0,0.333333333333333
1,0.935185185185184,0.00396825396825398,1,1,0,0,0,0.666666666666667
0.8,0.944444444444444,0.400793650793651,1,1,0,1,0,1
1,0.0259087547541492,0,0,1,1,1,0.75,1
1,0.972222222222221,0.00595238095238096,0,1,1,1,0,1
0.4,0.0370370370370363,0.597893886956798,1,0,1,0,1,0
0,0.962962962962963,0.996031746031746,0.333333333333333,0,1,1,0.5,0.333333333333333
0.2,0.0301003149984416,0.797121361071762,0.666666666666667,1,1,1,1,1
1,0.0161785185266901,0.000501428569677304,0,1,1,1,0.25,1
0.4,0.944444444444444,0.599206349206349,1,0,0,1,0,1
0.6,0.944444444444444,0.202380952380952,1,0,0,0,1,0
0.2,0.0185185185185173,0.801587301587302,0.666666666666667,1,1,1,1,0.333333333333333
1,0.0462962962962958,0,0,1,1,1,0.25,1
0.2,0.962962962962963,0.793650793650794,0.666666666666667,1,0,0,0.75,0
0.8,0.0170976810947128,0.398809523809524,1,1,1,0,0.25,0
0.6,0.0462962962962958,0.200396825396825,1,0,1,1,0.75,0.333333333333333
1,0.960952142585875,0.00353736388744938,0,1,1,1,0.75,1
0.4,0.0462962962962958,0.597222222222222,1,0,0,1,0.5,0.333333333333333
0.4,0.0277777777777777,0.599206349206349,1,0,1,0,0.5,0
0.2,0.0277777777777777,0.001984126984127,0.666666666666667,1,0,0,1,0
0.4,0.0185185185185173,0.599206349206349,1,0,1,0,0.25,0
0.8,0.0466361700665932,0.400793650793651,1,1,0,1,0.25,0.333333333333333
0.2,0.95934090688348,0.797619047619048,0.666666666666667,1,0,0,0.25,0.666666666666667
0.2,0.935185185185184,0.795634920634921,0.666666666666667,1,0,0,0.75,0
0,0.962962962962963,0.996031746031746,0.333333333333333,0,0,0,0.25,0
1,0.036974804954311,0.00595238095238096,0,1,1,1,0.25,1
1,0.962962962962963,0.001984126984127,0,1,1,1,0.5,1
0.4,0.958680312710167,0.598139932990678,1,0,0,1,0,0.333333333333333
1,0.944444444444444,0.000932424245863595,0,1,1,1,0.25,1
0,0.944444444444444,0.996031746031746,0.333333333333333,0,1,1,0.75,1
0,0.953703703703703,0.998015873015873,0.333333333333333,0,0,0,0.25,0
0.4,0.0206618496733082,0.599206349206349,1,0,0,1,0.25,0.333333333333333
0.6,0.0185185185185173,0.200396825396825,1,0,0,0,0,0
0.8,0.0121563407907797,0.39943032699485,1,1,0,1,0.75,0.333333333333333
0.2,0.972222222222221,0.795634920634921,0.666666666666667,1,1,1,1,0.333333333333333
1,0.944444444444444,0.001984126984127,0,1,1,1,0,0.333333333333333
1,0.0297626343119051,0.001984126984127,0,1,1,1,0.25,1
1,0.953703703703703,0.00154957056621671,0,1,1,1,0.25,1
0.2,0.0185185185185173,0.795634920634921,0.666666666666667,1,0,0,0,0
1,0.946986064624523,0.00396825396825398,0,1,1,1,0.75,1
1,0.0484498156662836,0.00549091251595502,1,1,0,0,0.5,0
1,0.0277777777777777,0.00285528932416629,1,1,0,0,0.5,0
1,0.953703703703703,0,0,1,1,1,0,1
1,0.0336159920244521,0,0,1,1,1,0.25,1
0.4,0.972222222222221,0.597222222222222,1,0,1,0,0,0.666666666666667
0.8,0.935185185185184,0.398809523809524,1,1,0,1,0.5,1
0,0.0462962962962958,0.994047619047619,0.333333333333333,0,1,1,0,0.333333333333333
0.8,0.944444444444444,0.404761904761905,1,1,0,1,0.25,0.333333333333333
0,0.935185185185184,0.994047619047619,0.333333333333333,0,1,1,1,0.333333333333333
1,0.00925925925925863,0.001984126984127,1,1,0,0,1,0
0.4,0.0370370370370363,0.597222222222222,1,0,0,1,0.75,0.333333333333333
0,0.944444444444444,1,0.333333333333333,0,1,1,0.5,1
0.2,0.0370370370370363,0.801587301587302,0.666666666666667,1,1,1,0.75,0.333333333333333
0,0.0370370370370363,1,0.333333333333333,0,0,0,0.25,0
0.4,0.0146704821823649,0.598381769991459,1,0,0,1,0.25,1
0,0.962962962962963,0.994047619047619,0.333333333333333,0,1,1,0.75,1
1,0.0185185185185173,0.000101813478476487,0,1,1,1,0.25,1
0,0.972222222222221,0.998015873015873,0.333333333333333,0,1,1,1,1
1,0.972222222222221,0.00396825396825398,1,1,0,0,0,0
1,0.0476100534624866,0.000281519392755142,0,1,1,1,1,1
0,0.944444444444444,0.996031746031746,0.333333333333333,0,0,0,0.5,0.666666666666667
0.6,0.0202295833886845,0.200396825396825,1,0,1,1,0.75,1
0,0.962962962962963,0.996031746031746,0.333333333333333,0,1,1,0,1
0.2,0.0555555555555545,0.797619047619048,0.666666666666667,1,0,0,0.75,0
1,0.944444444444444,0.00409415091895915,0,1,1,1,0.75,1
1,0.0185185185185173,0.00595238095238096,0,1,1,1,0,1
0.2,0.00925925925925863,0.793650793650794,0.666666666666667,1,1,1,0.75,0.333333333333333
0.2,0.945821070121916,0.795929911851522,0.666666666666667,1,0,0,0.25,0.666666666666667
1,0.953703703703703,0.00397387659239584,0,1,1,1,0.25,1
0.4,0.0277777777777777,0.599206349206349,1,0,0,1,0,0.333333333333333
1,0.938552117591317,0.00595238095238096,0,1,1,1,0.75,1
1,0.953703703703703,0.00255057902321437,0,1,1,1,0.5,1
0,0.962962962962963,0.994047619047619,0.333333333333333,0,0,0,0.5,0
1,0.00925925925925863,0,1,1,0,0,0.25,0.666666666666667
1,0.0277777777777777,0,1,1,0,0,0.5,0.666666666666667
0.2,0.972222222222221,0.793650793650794,0.666666666666667,1,0,0,1,0
0.6,0.0370370370370363,0.202380952380952,1,0,1,1,1,1
0,0.935185185185184,0.994047619047619,0.333333333333333,0,1,1,0.5,1
1,0.951229264861256,0.00449849086306406,0,1,1,1,0.75,0.333333333333333
1,0.0396019184277847,0.00595238095238096,0,1,1,1,0.75,1
1,0.963984122950543,0.00595238095238096,0,1,1,1,0.25,1
0.8,0.0193971803772177,0.400793650793651,1,1,1,0,0.25,0
1,0.942148615562808,0.000491963331779033,0,1,1,1,0.25,1
0.4,0.0555555555555545,0.597222222222222,1,0,1,0,0.5,0.666666666666667
1,0.00925925925925863,0.00595238095238096,1,1,0,0,0.25,0
1,0.944444444444444,0.000342107726906071,0,1,1,1,0.25,1
0,0.972222222222221,0.994047619047619,0.333333333333333,0,1,1,0,0.333333333333333
0,0.962962962962963,0.996984619627557,0.333333333333333,0,1,1,1,0.333333333333333
1,0.972222222222221,0.001984126984127,1,1,0,0,0.25,0.666666666666667
1,0.0238747205176644,0,0,1,1,1,0.75,1
1,0.00650774591489167,0.00396825396825398,0,1,1,1,0.75,1
1,0.0436247215390377,0.001984126984127,0,1,1,1,0.25,1
0.8,0,0.400793650793651,1,1,1,0,0.5,0
0.4,0.0185185185185173,0.597222222222222,1,0,1,0,0.5,0
0.4,0.0370370370370363,0.597222222222222,1,0,1,0,0.5,0
1,0.947063642070523,0.00396825396825398,0,1,1,1,0.75,1
0.6,0.950862235835708,0.200396825396825,1,0,0,0,0.75,0.666666666666667
0,0.0370370370370363,0.994047619047619,0.333333333333333,0,1,1,0.5,0.333333333333333
0,0.935185185185184,0.996031746031746,0.333333333333333,0,0,0,0.75,0
1,0.952887019965365,0.001984126984127,0,1,1,1,0.25,1
0.6,0.972222222222221,0.200396825396825,1,0,0,0,1,0.666666666666667
1,0.969879524983797,0.000251003275545503,0,1,1,1,0.25,1
0.2,0.935185185185184,0.793650793650794,0.666666666666667,1,0,0,0.75,0
0.4,0.0555555555555545,0.599206349206349,1,0,0,1,1,0.333333333333333
0.6,0.0185185185185173,0.200396825396825,1,0,0,0,1,0
0.6,0.0185185185185173,0.202380952380952,1,0,1,1,0,1
1,0.953703703703703,0.00057871855205141,0,1,1,1,0.25,1
1,0.93694459336701,0.00396825396825398,0,1,1,1,0.25,1
0.8,0.0139169230583649,0.402765763133716,1,1,0,1,0,0.333333333333333
0,0.953703703703703,1,0.333333333333333,0,0,0,0.25,0
0.6,0.0462962962962958,0.200396825396825,1,0,0,0,0.25,0.666666666666667
1,0.962962962962963,0.00396825396825398,1,1,0,0,0.75,0.666666666666667
0.4,0.00925925925925863,0.599206349206349,1,0,1,0,0,0
0.4,0.0332510469986271,0.598033505801881,1,0,1,0,0.25,0
0.6,0.935185185185184,0.204365079365079,1,0,1,1,0.25,1
1,0.0533282334600269,0.00499781434001204,0,1,1,1,0.25,1
0.4,0.0185185185185173,0.598266955190563,1,0,0,1,0.5,0.333333333333333
0.6,0.935185185185184,0.200396825396825,1,0,0,0,0,0
0.8,0.947116019201701,0.400221170488524,1,1,0,1,0.75,0.333333333333333
0.8,0.00925925925925863,0.404761904761905,1,1,1,0,1,0
0.2,0.972222222222221,0.793650793650794,0.666666666666667,1,0,0,0.5,0.666666666666667
0.4,0.972222222222221,0.599206349206349,1,0,1,0,0.5,0.666666666666667
0.4,0.0648148148148149,0.599206349206349,1,0,1,0,0.75,0
0.8,0.972222222222221,0.400793650793651,1,1,0,1,0.25,0.333333333333333
1,0.0121829826214572,0.00464706138579618,1,1,0,0,0.5,0
1,0.0370370370370363,0.00396825396825398,1,1,0,0,0.25,0.666666666666667
0.6,0.0370370370370363,0.200396825396825,1,0,0,0,0.25,0.666666666666667
0.2,0.962962962962963,0.793650793650794,0.666666666666667,1,0,0,1,0.666666666666667
0,0.00925925925925863,0.996031746031746,0.333333333333333,0,0,0,0.5,0
0.4,0.0215524869588881,0.597222222222222,1,0,0,1,0.75,0.333333333333333
0,0.944444444444444,0.994047619047619,0.333333333333333,0,0,0,0.25,0
0.4,0.944444444444444,0.599206349206349,1,0,0,1,0.5,1
0.8,0.962962962962963,0.398809523809524,1,1,0,1,0.5,0.333333333333333
0.6,0.0370370370370363,0.202380952380952,1,0,0,0,1,0.666666666666667
1,0.0176062646003965,0,0,1,1,1,0.25,1
1,0.00812178007496467,0.00372450842876237,0,1,1,1,0.25,0.333333333333333
1,0.953703703703703,0.00396825396825398,0,1,1,1,0,1
1,0.0370370370370363,0.00595238095238096,1,1,0,0,0,0.666666666666667
0.4,0.0185185185185173,0.598824361745532,1,0,0,1,1,1
0.8,0.00925925925925863,0.398809523809524,1,1,0,1,1,1
1,0.0161536493988414,0.00147736931562501,0,1,1,1,0.25,1
1,0.962506200344058,0,0,1,1,1,0.25,1
0.6,0.972222222222221,0.202380952380952,1,0,1,1,1,1
0.8,0.0462962962962958,0.400793650793651,1,1,0,1,0.5,0.333333333333333
1,0.0174586241207448,0.00595238095238096,0,1,1,1,0.75,1
0.8,0.0481342391582444,0.400793650793651,1,1,0,1,0.25,0.333333333333333
0.6,0.0369150394346649,0.200396825396825,1,0,1,1,0,0.333333333333333
1,0.0185185185185173,0.00564702296459066,0,1,1,1,0.75,1
0,0.944444444444444,0.996031746031746,0.333333333333333,0,0,0,0.5,0
0.2,0.944444444444444,0.793650793650794,0.666666666666667,1,0,0,1,0
0,0.944444444444444,1,0.333333333333333,0,1,1,0.5,0.333333333333333
0.2,0.962962962962963,0.001984126984127,0.666666666666667,1,0,0,0.5,0.666666666666667
1,0.00925925925925863,0.000965810411871604,0,1,1,1,0.25,1
1,0.0159458969424939,0.001984126984127,0,1,1,1,0.75,1
0.8,0.935185185185184,0.400793650793651,1,1,0,1,0.25,0.333333333333333
0.8,0.935185185185184,0.400793650793651,1,1,1,0,0,0.666666666666667
0.4,0.943677578496785,0.598751399564656,1,0,0,1,0.5,0.333333333333333
0.6,0.972222222222221,0.202380952380952,1,0,0,0,0.5,0
1,0.0529796576276249,0.001984126984127,0,1,1,1,0.75,1
0.4,0.944444444444444,0.597222222222222,1,0,1,0,0.75,0.666666666666667
1,0.936901425978048,0.00396825396825398,0,1,1,1,0.25,1
1,0.942028537446948,0.00543468659577487,0,1,1,1,0.75,1
1,0.0229690927850781,0.001984126984127,1,1,0,0,0.5,0
0.6,0.972222222222221,0.200396825396825,1,0,0,0,0,0.666666666666667
1,0.953703703703703,0.00595238095238096,0,1,1,1,0.25,1
1,0.04256752755607,0.00595238095238096,0,1,1,1,0.75,1
0,0.944444444444444,0.998015873015873,0.333333333333333,0,1,1,0.25,0.333333333333333
0,0.953703703703703,0.994047619047619,0.333333333333333,0,0,0,1,0
0.8,0.953703703703703,0.404761904761905,1,1,1,0,0.5,0
0.4,0.944444444444444,0.597222222222222,1,0,0,1,0.75,1
0.8,0.0555555555555545,0.404761904761905,1,1,1,0,0,0
0.2,0.0462962962962958,0.797619047619048,0.666666666666667,1,0,0,1,0.666666666666667
0.8,0.00925925925925863,0.400793650793651,1,1,1,0,0.75,0
1,0.961358683059856,0,0,1,1,1,0.75,1
1,0.0370370370370363,0.00396825396825398,0,1,1,1,0.5,1
0.2,0.937212369605267,0.793650793650794,0.666666666666667,1,1,1,0.25,1
0.4,0.962962962962963,0.597222222222222,1,0,0,1,1,0.333333333333333
1,0.944444444444444,0,1,1,0,0,0.25,0
1,0.953703703703703,0.001984126984127,1,1,0,0,1,0.666666666666667
0.2,0.972222222222221,0.795634920634921,0.666666666666667,1,0,0,0.25,0
0.4,0.0185185185185173,0.597222222222222,1,0,0,1,0.75,1
1,0.0277777777777777,0,1,1,0,0,0.5,0
0.2,0.0370370370370363,0.797619047619048,0.666666666666667,1,0,0,0.25,0
1,0.0510177311047722,0.00101173603038776,0,1,1,1,0.75,1
0.8,0.953703703703703,0.398809523809524,1,1,1,0,0,0
0,0.0370370370370363,1,0.333333333333333,0,1,1,0.5,1
0.2,0.0279428072595049,0.797619047619048,0.666666666666667,1,1,1,1,1
0.8,0.0462962962962958,0.398809523809524,1,1,1,0,0.75,0
1,0.0375641266034803,0.00583943318814312,1,1,0,0,0,0
0,0.0277777777777777,0.996031746031746,0.333333333333333,0,0,0,0.75,0.666666666666667
0,0.00925925925925863,1,0.333333333333333,0,1,1,1,0.333333333333333
1,0.0371718948952182,0,0,1,1,1,0.75,1
0.2,0.0147098229869691,0.797619047619048,0.666666666666667,1,1,1,1,1
0.8,0.972222222222221,0.400793650793651,1,1,0,1,0,1
1,0.944444444444444,0.00595238095238096,1,1,0,0,0.75,0.666666666666667
1,0.0139749643359526,0.001984126984127,0,1,1,1,0.75,1
1,0.953703703703703,0,1,1,0,0,0.25,0
0.2,0.0462962962962958,0.793650793650794,0.666666666666667,1,0,0,0.25,0.666666666666667
1,0.00925925925925863,0.00396825396825398,0,1,1,1,0.25,0.333333333333333
1,0.953703703703703,0.00137089615504618,0,1,1,1,0.75,1
0.6,0.0277777777777777,0.200396825396825,1,0,0,0,0.25,0.666666666666667
0.6,0.0555555555555545,0.200396825396825,1,0,1,1,1,1
1,0.972222222222221,0.00402710484066918,0,1,1,1,0.75,1
1,0.0180976454749757,0,0,1,1,1,0.75,1
1,0.0504478090935816,0.001984126984127,0,1,1,1,0.75,1
0,0.953703703703703,0.996031746031746,0.333333333333333,0,0,0,0.5,0
0.4,0.962962962962963,0.603174603174603,1,0,1,0,1,0.666666666666667
0.8,0.00925925925925863,0.398809523809524,1,1,1,0,0.25,0
1,0.0425278189590257,0,1,1,0,0,0.75,0
0.4,0.0185185185185173,0.599206349206349,1,0,1,0,0.25,0.666666666666667
0.6,0.0277777777777777,0.200396825396825,1,0,0,0,0,0.666666666666667
0.6,0,0.200396825396825,1,0,0,0,0,0
0.8,0.0185185185185173,0.400793650793651,1,1,1,0,0.25,0.666666666666667
1,0.0370370370370363,0.00197491841486666,1,1,0,0,0.25,0
1,0.0431609030736073,0.00329638399196358,1,1,0,0,0.75,0
0.2,0.0370370370370363,0.001984126984127,0.666666666666667,1,0,0,0,0
0.4,0.00925925925925863,0.603174603174603,1,0,0,1,0.75,1
0.2,0.0273500438348853,0.801587301587302,0.666666666666667,1,0,0,0.75,0.666666666666667
0.2,0.953703703703703,0.797619047619048,0.666666666666667,1,0,0,0.5,0
1,0.0413175452301102,0.00106687522846843,1,1,0,0,0.75,0
0.6,0.937456222123506,0.204365079365079,1,0,1,1,0.5,0.333333333333333
0,0.953703703703703,0.99657138532601,0.333333333333333,0,1,1,1,0.333333333333333
0.8,0.0277777777777777,0.400671999035432,1,1,0,1,0,0.333333333333333
0.2,0.00925925925925863,0.795634920634921,0.666666666666667,1,0,0,0,0.666666666666667
1,0.944444444444444,0.00131424390150559,0,1,1,1,0.25,1
1,0.935185185185184,0.001984126984127,1,1,0,0,0.25,0
1,0.0499828832765559,0.001984126984127,0,1,1,1,0.5,1
0.6,0.0555555555555545,0.202380952380952,1,0,1,1,0.25,0.333333333333333
1,0.962318070555138,0.000138191230248053,0,1,1,1,0.25,1
1,0.944444444444444,0,1,1,0,0,0,0.666666666666667
0.8,0.0370370370370363,0.400793650793651,1,1,0,1,0.5,0.333333333333333
1,0.0277777777777777,0.001984126984127,0,1,1,1,0.25,0.333333333333333
0.4,0.944444444444444,0.59806776181746,1,0,0,1,0,0.333333333333333
0.4,0.953703703703703,0.597507949056933,1,0,0,1,0.25,0.333333333333333
0.4,0.0417506607634302,0.599206349206349,1,0,0,1,0.75,0.333333333333333
1,0.0185185185185173,0.00385629387659547,0,1,1,1,0.25,1
0.6,0.0462962962962958,0.204365079365079,1,0,1,1,0,0.333333333333333
0.8,0.0370370370370363,0.400779788308073,1,1,0,1,0.25,1
0.8,0.944444444444444,0.398809523809524,1,1,0,1,1,0.333333333333333
1,0.965106294117754,0,0,1,1,1,0.25,1
1,0.955185462044428,0.00396825396825398,0,1,1,1,0,1
0,0.944444444444444,0.996031746031746,0.333333333333333,0,0,0,1,0
0.2,0.00925925925925863,0.795634920634921,0.666666666666667,1,1,1,0.5,1
1,0.0370370370370363,0.001984126984127,0,1,1,1,0,1
0.2,0.0462962962962958,0.801587301587302,0.666666666666667,1,1,1,0.5,0.333333333333333
0.2,0.0185185185185173,0.795634920634921,0.666666666666667,1,1,1,1,1
1,0.0377198433877437,0.00595238095238096,0,1,1,1,0.75,1
0.2,0.0370370370370363,0.793650793650794,0.666666666666667,1,0,0,0.5,0.666666666666667
0.6,0.0370370370370363,0.204365079365079,1,0,1,1,0.5,0.333333333333333
0,0.972222222222221,0.994047619047619,0.333333333333333,0,1,1,0.5,1
0.8,0.010010658291165,0.400632636715385,1,1,1,0,0.75,0
1,0.942627150977992,0.001984126984127,0,1,1,1,0.25,1
0.2,0.0185185185185173,0.793650793650794,0.666666666666667,1,1,1,0,1
1,0.0277777777777777,0,0,1,1,1,0.5,1
1,0.0185185185185173,0.00513364927075638,0,1,1,1,0.5,1
1,0.0370370370370363,0.00170332314609339,0,1,1,1,0.25,1
0.8,0.957254428005188,0.402315389780001,1,1,0,1,0.25,0.333333333333333
1,0.0145760209882031,0.001984126984127,0,1,1,1,0.25,1
1,0.972222222222221,0,1,1,0,0,0.5,0.666666666666667
1,0.952595603853294,0.001984126984127,0,1,1,1,0.25,1
1,0.935185185185184,0.00595238095238096,1,1,0,0,0.25,0
1,0.0139276774543822,0.000983751656600529,0,1,1,1,0.25,1
